Timestamp,Emotion,Duration,Song
2025-06-22T23:34:46.028527,angry,,
2025-06-22T23:34:46.155645,neutral,,
2025-06-22T23:34:46.278953,angry,,
2025-06-22T23:34:46.395991,angry,,
2025-06-22T23:34:46.516612,angry,,
2025-06-22T23:34:46.629533,angry,,
2025-06-22T23:34:46.745700,angry,,
2025-06-22T23:34:46.861652,angry,,
2025-06-22T23:34:46.992405,angry,,
2025-06-22T23:34:47.111431,angry,,
2025-06-22T23:34:47.253892,angry,,
2025-06-22T23:34:47.374248,angry,,
2025-06-22T23:34:47.494421,angry,,
2025-06-22T23:34:47.617884,angry,,
2025-06-22T23:34:47.734664,angry,,
2025-06-22T23:34:47.870627,angry,,
2025-06-22T23:34:48.002953,angry,,
2025-06-22T23:34:48.123876,angry,,
2025-06-22T23:34:48.256640,angry,,
2025-06-22T23:34:48.368780,angry,,
2025-06-22T23:34:48.478232,angry,,
2025-06-22T23:34:48.582847,angry,,
2025-06-22T23:34:48.683333,angry,,
2025-06-22T23:34:48.780699,angry,,
2025-06-22T23:34:48.892634,angry,,
2025-06-22T23:34:48.991611,angry,,
2025-06-22T23:34:49.089496,angry,,
2025-06-22T23:34:49.181794,angry,,
2025-06-22T23:34:49.272214,angry,,
2025-06-22T23:34:49.364243,angry,,
2025-06-22T23:34:49.449866,angry,,
2025-06-22T23:34:49.537635,angry,,
2025-06-22T23:34:49.630210,angry,,
2025-06-22T23:34:49.718212,angry,,
2025-06-22T23:34:49.801909,angry,,
2025-06-22T23:34:49.896261,neutral,,
2025-06-22T23:34:49.986092,neutral,,
2025-06-22T23:34:50.079504,neutral,,
2025-06-22T23:34:50.173097,neutral,,
2025-06-22T23:34:50.259469,neutral,,
2025-06-22T23:34:50.352940,neutral,,
2025-06-22T23:34:50.442360,neutral,,
2025-06-22T23:34:50.527986,neutral,,
2025-06-22T23:34:50.643048,neutral,,
2025-06-22T23:34:50.738217,neutral,,
2025-06-22T23:34:50.830571,neutral,,
2025-06-22T23:34:50.922026,neutral,,
2025-06-22T23:34:51.020397,neutral,,
2025-06-22T23:34:51.111504,sad,,
2025-06-22T23:34:51.207023,neutral,,
2025-06-22T23:34:51.302979,sad,,
2025-06-22T23:34:51.393691,neutral,,
2025-06-22T23:34:51.492917,neutral,,
2025-06-22T23:34:51.583927,neutral,,
2025-06-22T23:34:51.672245,neutral,,
2025-06-22T23:34:51.767508,sad,,
2025-06-22T23:34:51.857356,sad,,
2025-06-22T23:34:51.954817,angry,,
2025-06-22T23:34:52.039290,sad,,
2025-06-22T23:34:52.129934,sad,,
2025-06-22T23:34:52.228930,angry,,
2025-06-22T23:34:52.322263,sad,,
2025-06-22T23:34:52.409751,sad,,
2025-06-22T23:34:52.507690,sad,,
2025-06-22T23:34:52.596016,sad,,
2025-06-22T23:34:52.691373,sad,,
2025-06-22T23:34:52.778149,sad,,
2025-06-22T23:34:52.871881,sad,,
2025-06-22T23:34:52.972476,sad,,
2025-06-22T23:34:53.067444,neutral,,
2025-06-22T23:34:53.174370,sad,,
2025-06-22T23:34:53.270219,neutral,,
2025-06-22T23:34:53.367564,sad,,
2025-06-22T23:34:53.461430,sad,,
2025-06-22T23:34:53.549923,sad,,
2025-06-22T23:34:53.642770,angry,,
2025-06-22T23:34:53.733627,happy,,
2025-06-22T23:34:53.842167,angry,,
2025-06-22T23:34:53.930382,neutral,,
2025-06-22T23:34:54.021713,neutral,,
2025-06-22T23:34:54.112158,neutral,,
2025-06-22T23:34:54.200876,neutral,,
2025-06-22T23:34:54.283512,angry,,
2025-06-22T23:34:54.377061,neutral,,
2025-06-22T23:34:54.464132,neutral,,
2025-06-22T23:34:54.557463,neutral,,
2025-06-22T23:34:54.646536,angry,,
2025-06-22T23:34:54.734775,neutral,,
2025-06-22T23:34:54.835952,neutral,,
2025-06-22T23:34:54.924035,neutral,,
2025-06-22T23:34:55.009127,neutral,,
2025-06-22T23:34:55.107290,neutral,,
2025-06-22T23:34:55.204028,neutral,,
2025-06-22T23:34:55.297412,angry,,
2025-06-22T23:34:55.382529,angry,,
2025-06-22T23:34:55.469553,angry,,
2025-06-22T23:34:55.561847,angry,,
2025-06-22T23:34:55.653019,neutral,,
2025-06-22T23:34:55.741590,neutral,,
2025-06-22T23:34:55.837592,neutral,,
2025-06-22T23:34:55.924773,neutral,,
2025-06-22T23:34:56.013501,neutral,,
2025-06-22T23:34:56.108855,neutral,,
2025-06-22T23:34:56.193668,angry,,
2025-06-22T23:34:56.281433,neutral,,
2025-06-22T23:34:56.380759,angry,,
2025-06-22T23:34:56.468221,neutral,,
2025-06-22T23:34:56.555873,neutral,,
2025-06-22T23:34:56.652707,angry,,
2025-06-22T23:34:56.738856,sad,,
2025-06-22T23:34:56.829056,neutral,,
2025-06-22T23:34:56.925020,neutral,,
2025-06-22T23:34:57.015814,neutral,,
2025-06-22T23:34:57.118716,neutral,,
2025-06-22T23:34:57.204652,neutral,,
2025-06-22T23:34:57.298934,neutral,,
2025-06-22T23:34:57.397607,neutral,,
2025-06-22T23:34:57.487324,neutral,,
2025-06-22T23:34:57.589207,neutral,,
2025-06-22T23:34:57.680169,neutral,,
2025-06-22T23:34:57.781737,neutral,,
2025-06-22T23:34:57.874332,neutral,,
2025-06-22T23:34:57.965779,neutral,,
2025-06-22T23:34:58.068829,neutral,,
2025-06-22T23:34:58.169490,neutral,,
2025-06-22T23:34:58.267697,neutral,,
2025-06-22T23:34:58.357001,angry,,
2025-06-22T23:34:58.453012,angry,,
2025-06-22T23:34:58.556908,angry,,
2025-06-22T23:34:58.656370,angry,,
2025-06-22T23:34:58.742656,angry,,
2025-06-22T23:34:58.837411,angry,,
2025-06-22T23:34:58.930851,angry,,
2025-06-22T23:34:59.017969,angry,,
2025-06-22T23:34:59.117474,angry,,
2025-06-22T23:34:59.211802,angry,,
2025-06-22T23:34:59.315808,angry,,
2025-06-22T23:34:59.409250,angry,,
2025-06-22T23:34:59.515953,neutral,,
2025-06-22T23:34:59.600096,happy,,
2025-06-22T23:34:59.686630,happy,,
2025-06-22T23:34:59.768641,happy,,
2025-06-22T23:34:59.878250,happy,,
2025-06-22T23:34:59.980144,neutral,,
2025-06-22T23:35:00.075955,angry,,
2025-06-22T23:35:00.175625,angry,,
2025-06-22T23:35:00.266665,angry,,
2025-06-22T23:35:00.356188,angry,,
2025-06-22T23:35:00.451252,angry,,
2025-06-22T23:35:00.542902,angry,,
2025-06-22T23:35:00.643436,happy,,
2025-06-22T23:35:00.735775,angry,,
2025-06-22T23:35:00.827455,angry,,
2025-06-22T23:35:00.924752,angry,,
2025-06-22T23:35:01.027897,angry,,
2025-06-22T23:35:01.134603,angry,,
2025-06-22T23:35:01.223946,angry,,
2025-06-22T23:35:01.324498,neutral,,
2025-06-22T23:35:01.425053,neutral,,
2025-06-22T23:35:01.533020,neutral,,
2025-06-22T23:35:01.631849,neutral,,
2025-06-22T23:35:01.744010,neutral,,
2025-06-22T23:35:01.841345,neutral,,
2025-06-22T23:35:01.940204,neutral,,
2025-06-22T23:35:02.028972,sad,,
2025-06-22T23:35:02.122210,sad,,
2025-06-22T23:35:02.217250,sad,,
2025-06-22T23:35:02.310101,neutral,,
2025-06-22T23:35:02.408397,neutral,,
2025-06-22T23:35:02.498935,neutral,,
2025-06-22T23:35:02.593871,neutral,,
2025-06-22T23:35:02.684077,neutral,,
2025-06-22T23:35:02.774651,neutral,,
2025-06-22T23:35:02.870789,neutral,,
2025-06-22T23:35:02.961292,neutral,,
2025-06-22T23:35:03.057603,neutral,,
2025-06-22T23:35:03.152355,sad,,
2025-06-22T23:35:03.239353,neutral,,
2025-06-22T23:35:03.337380,neutral,,
2025-06-22T23:35:03.429608,angry,,
2025-06-22T23:35:03.517822,angry,,
2025-06-22T23:35:03.611852,angry,,
2025-06-22T23:35:03.701472,angry,,
2025-06-22T23:35:03.791052,angry,,
2025-06-22T23:35:03.890683,happy,,
2025-06-22T23:35:04.015248,happy,,
2025-06-22T23:35:04.140219,happy,,
2025-06-22T23:35:04.234139,angry,,
2025-06-22T23:35:04.321677,angry,,
2025-06-22T23:35:04.424655,happy,,
2025-06-22T23:35:04.518399,happy,,
2025-06-22T23:35:04.620079,happy,,
2025-06-22T23:35:04.711548,angry,,
2025-06-22T23:35:04.817361,angry,,
2025-06-22T23:35:04.909434,angry,,
2025-06-22T23:35:05.005515,angry,,
2025-06-22T23:35:05.098559,angry,,
2025-06-22T23:35:05.192283,angry,,
2025-06-22T23:35:05.289994,angry,,
2025-06-22T23:35:05.385046,angry,,
2025-06-22T23:35:05.479801,angry,,
2025-06-22T23:35:05.569533,angry,,
2025-06-22T23:35:05.666224,angry,,
2025-06-22T23:35:05.758419,angry,,
2025-06-22T23:35:05.853660,angry,,
2025-06-22T23:35:05.958210,happy,,
2025-06-22T23:35:06.054127,happy,,
2025-06-22T23:35:06.158689,happy,,
2025-06-22T23:35:06.259990,happy,,
2025-06-22T23:35:06.363108,angry,,
2025-06-22T23:35:06.467008,neutral,,
2025-06-22T23:35:06.561569,angry,,
2025-06-22T23:35:06.662955,neutral,,
2025-06-22T23:35:06.763233,neutral,,
2025-06-22T23:35:06.860393,neutral,,
2025-06-22T23:35:06.961159,neutral,,
2025-06-22T23:35:07.078756,neutral,,
2025-06-22T23:35:07.177911,neutral,,
2025-06-22T23:35:07.278140,neutral,,
2025-06-22T23:35:07.372183,neutral,,
2025-06-22T23:35:07.468970,neutral,,
2025-06-22T23:35:07.567256,neutral,,
2025-06-22T23:35:07.665641,neutral,,
2025-06-22T23:35:07.765281,neutral,,
2025-06-22T23:35:07.849585,neutral,,
2025-06-22T23:35:07.942834,neutral,,
2025-06-22T23:35:08.032189,neutral,,
2025-06-22T23:35:08.125078,neutral,,
2025-06-22T23:35:08.221909,neutral,,
2025-06-22T23:35:08.313144,neutral,,
2025-06-22T23:35:08.416397,neutral,,
2025-06-22T23:35:08.515704,neutral,,
2025-06-22T23:35:08.615433,angry,,
2025-06-22T23:35:08.713352,angry,,
2025-06-22T23:35:08.815615,angry,,
2025-06-22T23:35:08.912865,neutral,,
2025-06-22T23:35:09.009758,angry,,
2025-06-22T23:35:09.106501,neutral,,
2025-06-22T23:35:09.206067,angry,,
2025-06-22T23:35:09.300393,angry,,
2025-06-22T23:35:09.387121,angry,,
2025-06-22T23:35:09.492258,angry,,
2025-06-22T23:35:09.589655,angry,,
2025-06-22T23:35:09.692309,angry,,
2025-06-22T23:35:09.785791,angry,,
2025-06-22T23:35:09.893623,angry,,
2025-06-22T23:35:09.987141,angry,,
2025-06-22T23:35:10.082073,angry,,
2025-06-22T23:35:10.182205,angry,,
2025-06-22T23:35:10.273678,neutral,,
2025-06-22T23:35:10.371267,neutral,,
2025-06-22T23:35:10.462257,neutral,,
2025-06-22T23:35:10.554485,neutral,,
2025-06-22T23:35:10.642371,angry,,
2025-06-22T23:35:10.730986,sad,,
2025-06-22T23:35:10.823925,sad,,
2025-06-22T23:35:10.913930,sad,,
2025-06-22T23:35:11.000749,sad,,
2025-06-22T23:35:11.097258,neutral,,
2025-06-22T23:35:11.186912,neutral,,
2025-06-22T23:35:11.283623,neutral,,
2025-06-22T23:35:11.389063,neutral,,
2025-06-22T23:35:11.502522,neutral,,
2025-06-22T23:35:11.598101,neutral,,
2025-06-22T23:35:11.695849,neutral,,
2025-06-22T23:35:11.791045,neutral,,
2025-06-22T23:35:11.886310,sad,,
2025-06-22T23:35:11.976943,neutral,,
2025-06-22T23:35:12.065145,sad,,
2025-06-22T23:35:12.165176,sad,,
2025-06-22T23:35:12.253646,neutral,,
2025-06-22T23:35:12.350825,neutral,,
2025-06-22T23:35:12.452164,neutral,,
2025-06-22T23:35:12.550377,neutral,,
2025-06-22T23:35:12.914873,neutral,,
2025-06-22T23:35:13.013209,neutral,,
2025-06-22T23:35:21.758704,sad,,
2025-06-22T23:35:21.879549,sad,,
2025-06-22T23:35:22.011475,sad,,
2025-06-22T23:35:22.144888,sad,,
2025-06-22T23:35:22.281957,sad,,
2025-06-22T23:35:22.410940,sad,,
2025-06-22T23:35:22.559224,sad,,
2025-06-22T23:35:22.696223,sad,,
2025-06-22T23:35:22.849061,neutral,,
2025-06-22T23:35:22.993386,angry,,
2025-06-22T23:35:23.136998,neutral,,
2025-06-22T23:35:23.283476,neutral,,
2025-06-22T23:35:23.441023,neutral,,
2025-06-22T23:35:23.587920,neutral,,
2025-06-22T23:35:23.730914,neutral,,
2025-06-22T23:35:23.867428,neutral,,
2025-06-22T23:35:24.009854,neutral,,
2025-06-22T23:35:24.156152,neutral,,
2025-06-22T23:35:24.298183,sad,,
2025-06-22T23:35:24.435688,sad,,
2025-06-22T23:35:24.591752,sad,,
2025-06-22T23:35:24.734271,sad,,
2025-06-22T23:35:24.862922,sad,,
2025-06-22T23:35:24.998376,sad,,
2025-06-22T23:35:25.134840,sad,,
2025-06-22T23:35:25.281274,sad,,
2025-06-22T23:35:25.433513,neutral,,
2025-06-22T23:35:25.570311,sad,,
2025-06-22T23:35:25.686693,sad,,
2025-06-22T23:35:25.825255,neutral,,
2025-06-22T23:35:25.966730,neutral,,
2025-06-22T23:35:26.110796,neutral,,
2025-06-22T23:35:26.257367,neutral,,
2025-06-22T23:35:26.415785,happy,,
2025-06-22T23:35:26.547779,angry,,
2025-06-22T23:35:26.693857,angry,,
2025-06-22T23:35:26.835241,neutral,,
2025-06-22T23:35:27.324845,angry,,
2025-06-22T23:37:39.421770,neutral,,
2025-06-22T23:37:39.550680,neutral,,
2025-06-22T23:37:39.683350,neutral,,
2025-06-22T23:37:39.816002,neutral,,
2025-06-22T23:37:39.961248,neutral,,
2025-06-22T23:37:40.097283,neutral,,
2025-06-22T23:37:40.227312,neutral,,
2025-06-22T23:37:40.369158,neutral,,
2025-06-22T23:37:40.510800,neutral,,
2025-06-22T23:37:40.654402,neutral,,
2025-06-22T23:37:40.787641,neutral,,
2025-06-22T23:37:40.918743,neutral,,
2025-06-22T23:37:41.056421,neutral,,
2025-06-22T23:37:41.190359,neutral,,
2025-06-22T23:37:41.310779,neutral,,
2025-06-22T23:37:41.447366,neutral,,
2025-06-22T23:37:41.582009,neutral,,
2025-06-22T23:37:41.714317,neutral,,
2025-06-22T23:37:41.848739,neutral,,
2025-06-22T23:37:41.979917,neutral,,
2025-06-22T23:37:42.116802,neutral,,
2025-06-22T23:37:42.244776,neutral,,
2025-06-22T23:37:42.376284,neutral,,
2025-06-22T23:37:42.492150,neutral,,
2025-06-22T23:37:42.601352,neutral,,
2025-06-22T23:37:42.710094,neutral,,
2025-06-22T23:37:42.811352,happy,,
2025-06-22T23:37:42.919808,happy,,
2025-06-22T23:37:43.013605,happy,,
2025-06-22T23:37:43.114655,happy,,
2025-06-22T23:37:43.206124,happy,,
2025-06-22T23:37:43.303332,happy,,
2025-06-22T23:37:43.394417,happy,,
2025-06-22T23:37:43.487233,happy,,
2025-06-22T23:37:43.590409,happy,,
2025-06-22T23:37:43.678797,happy,,
2025-06-22T23:37:43.773458,happy,,
2025-06-22T23:37:43.868706,happy,,
2025-06-22T23:37:43.959232,happy,,
2025-06-22T23:37:44.059346,happy,,
2025-06-22T23:37:44.151078,happy,,
2025-06-22T23:37:44.245157,happy,,
2025-06-22T23:37:44.344811,happy,,
2025-06-22T23:37:44.433456,happy,,
2025-06-22T23:37:44.528729,happy,,
2025-06-22T23:37:44.618482,happy,,
2025-06-22T23:37:44.708446,happy,,
2025-06-22T23:37:44.801850,happy,,
2025-06-22T23:37:44.893352,happy,,
2025-06-22T23:37:44.998611,happy,,
2025-06-22T23:37:45.087846,happy,,
2025-06-22T23:37:45.184377,happy,,
2025-06-22T23:37:45.274554,happy,,
2025-06-22T23:37:45.367284,happy,,
2025-06-22T23:37:45.454165,happy,,
2025-06-22T23:37:45.541467,happy,,
2025-06-22T23:37:45.631775,happy,,
2025-06-22T23:37:45.726957,happy,,
2025-06-22T23:37:45.813832,happy,,
2025-06-22T23:37:45.897086,happy,,
2025-06-22T23:37:45.989074,happy,,
2025-06-22T23:37:46.076815,happy,,
2025-06-22T23:37:46.166942,happy,,
2025-06-22T23:37:46.261292,happy,,
2025-06-22T23:37:46.354982,happy,,
2025-06-22T23:37:46.455099,happy,,
2025-06-22T23:37:46.544798,happy,,
2025-06-22T23:37:46.640595,neutral,,
2025-06-22T23:37:46.730379,neutral,,
2025-06-22T23:37:46.818538,sad,,
2025-06-22T23:37:46.914739,sad,,
2025-06-22T23:37:47.012564,angry,,
2025-06-22T23:37:47.106594,angry,,
2025-06-22T23:37:47.199607,sad,,
2025-06-22T23:37:47.289167,sad,,
2025-06-22T23:37:47.378348,happy,,
2025-06-22T23:37:47.474259,angry,,
2025-06-22T23:37:47.590100,sad,,
2025-06-22T23:37:47.687629,angry,,
2025-06-22T23:37:47.778646,sad,,
2025-06-22T23:37:47.876419,happy,,
2025-06-22T23:37:47.966265,sad,,
2025-06-22T23:37:48.064555,neutral,,
2025-06-22T23:37:48.157885,sad,,
2025-06-22T23:37:48.250782,neutral,,
2025-06-22T23:37:48.342059,happy,,
2025-06-22T23:37:48.440299,angry,,
2025-06-22T23:37:48.542819,angry,,
2025-06-22T23:37:48.636560,angry,,
2025-06-22T23:37:48.737548,sad,,
2025-06-22T23:37:48.825747,sad,,
2025-06-22T23:37:48.922573,neutral,,
2025-06-22T23:37:49.020532,happy,,
2025-06-22T23:37:49.112379,neutral,,
2025-06-22T23:37:49.215403,happy,,
2025-06-22T23:37:49.312524,neutral,,
2025-06-22T23:37:49.408179,happy,,
2025-06-22T23:37:49.496936,happy,,
2025-06-22T23:37:49.591113,happy,,
2025-06-22T23:37:49.687452,happy,,
2025-06-22T23:37:49.778279,happy,,
2025-06-22T23:37:49.877301,happy,,
2025-06-22T23:37:49.971965,happy,,
2025-06-22T23:37:50.072523,happy,,
2025-06-22T23:37:50.164222,happy,,
2025-06-22T23:37:50.254300,happy,,
2025-06-22T23:37:50.352387,happy,,
2025-06-22T23:37:50.444374,happy,,
2025-06-22T23:37:50.553147,happy,,
2025-06-22T23:37:50.644932,happy,,
2025-06-22T23:37:50.743048,happy,,
2025-06-22T23:37:50.834336,neutral,,
2025-06-22T23:37:50.939391,neutral,,
2025-06-22T23:37:51.029572,happy,,
2025-06-22T23:37:51.120664,happy,,
2025-06-22T23:37:51.218754,happy,,
2025-06-22T23:37:51.312503,neutral,,
2025-06-22T23:37:51.402994,neutral,,
2025-06-22T23:37:51.493507,neutral,,
2025-06-22T23:37:51.582413,happy,,
2025-06-22T23:37:51.677590,neutral,,
2025-06-22T23:37:51.766601,neutral,,
2025-06-22T23:37:51.857790,happy,,
2025-06-22T23:37:51.953894,happy,,
2025-06-22T23:37:52.046138,happy,,
2025-06-22T23:37:52.143515,neutral,,
2025-06-22T23:37:52.241048,neutral,,
2025-06-22T23:37:52.340990,neutral,,
2025-06-22T23:37:52.433021,neutral,,
2025-06-22T23:37:52.524622,neutral,,
2025-06-22T23:37:52.622886,happy,,
2025-06-22T23:37:52.712841,happy,,
2025-06-22T23:37:52.806646,happy,,
2025-06-22T23:37:52.902006,happy,,
2025-06-22T23:37:52.995002,happy,,
2025-06-22T23:37:53.090026,neutral,,
2025-06-22T23:37:53.187916,neutral,,
2025-06-22T23:37:53.279123,neutral,,
2025-06-22T23:37:53.368441,neutral,,
2025-06-22T23:37:53.469682,happy,,
2025-06-22T23:37:53.560401,neutral,,
2025-06-22T23:37:53.651016,neutral,,
2025-06-22T23:37:53.744802,neutral,,
2025-06-22T23:37:53.837731,neutral,,
2025-06-22T23:37:53.928626,neutral,,
2025-06-22T23:37:54.022923,neutral,,
2025-06-22T23:37:54.112102,neutral,,
2025-06-22T23:37:54.214065,neutral,,
2025-06-22T23:37:54.309841,neutral,,
2025-06-22T23:37:54.406623,neutral,,
2025-06-22T23:37:54.501221,neutral,,
2025-06-22T23:37:54.601330,happy,,
2025-06-22T23:37:54.699574,happy,,
2025-06-22T23:37:54.791435,happy,,
2025-06-22T23:37:54.894021,happy,,
2025-06-22T23:37:54.987296,happy,,
2025-06-22T23:37:55.079067,happy,,
2025-06-22T23:37:55.172414,neutral,,
2025-06-22T23:37:55.264567,neutral,,
2025-06-22T23:37:55.365825,neutral,,
2025-06-22T23:37:55.459966,happy,,
2025-06-22T23:37:55.558706,neutral,,
2025-06-22T23:37:55.672654,happy,,
2025-06-22T23:37:55.770592,happy,,
2025-06-22T23:37:55.859825,happy,,
2025-06-22T23:37:55.957114,neutral,,
2025-06-22T23:37:56.053078,happy,,
2025-06-22T23:37:56.142801,happy,,
2025-06-22T23:37:56.241746,happy,,
2025-06-22T23:37:56.334825,neutral,,
2025-06-22T23:37:56.430716,happy,,
2025-06-22T23:37:56.521922,neutral,,
2025-06-22T23:37:56.612478,neutral,,
2025-06-22T23:37:56.710479,happy,,
2025-06-22T23:37:56.805771,happy,,
2025-06-22T23:37:56.897992,happy,,
2025-06-22T23:37:56.990750,happy,,
2025-06-22T23:37:57.078860,happy,,
2025-06-22T23:37:57.175854,happy,,
2025-06-22T23:37:57.271138,neutral,,
2025-06-22T23:37:57.366248,happy,,
2025-06-22T23:37:57.464388,happy,,
2025-06-22T23:37:57.561055,neutral,,
2025-06-22T23:37:57.657370,happy,,
2025-06-22T23:37:57.748142,happy,,
2025-06-22T23:37:57.850937,happy,,
2025-06-22T23:37:57.943171,happy,,
2025-06-22T23:37:58.042735,neutral,,
2025-06-22T23:37:58.136959,happy,,
2025-06-22T23:37:58.236091,happy,,
2025-06-22T23:37:58.325761,happy,,
2025-06-22T23:37:58.420610,happy,,
2025-06-22T23:37:58.519266,neutral,,
2025-06-22T23:37:58.609953,happy,,
2025-06-22T23:37:58.716872,neutral,,
2025-06-22T23:37:58.808878,happy,,
2025-06-22T23:37:58.909505,happy,,
2025-06-22T23:37:59.007777,happy,,
2025-06-22T23:37:59.105878,happy,,
2025-06-22T23:37:59.199126,happy,,
2025-06-22T23:37:59.296351,happy,,
2025-06-22T23:37:59.387586,happy,,
2025-06-22T23:37:59.480711,happy,,
2025-06-22T23:37:59.586124,happy,,
2025-06-22T23:37:59.678442,happy,,
2025-06-22T23:37:59.779269,neutral,,
2025-06-22T23:37:59.878354,happy,,
2025-06-22T23:38:00.001764,neutral,,
2025-06-22T23:38:00.126060,happy,,
2025-06-22T23:38:00.229858,happy,,
2025-06-22T23:38:00.323935,happy,,
2025-06-22T23:38:00.418323,happy,,
2025-06-22T23:38:00.515426,neutral,,
2025-06-22T23:38:00.608707,neutral,,
2025-06-22T23:38:00.708713,happy,,
2025-06-22T23:38:00.805402,neutral,,
2025-06-22T23:38:00.905455,neutral,,
2025-06-22T23:38:01.003395,neutral,,
2025-06-22T23:38:01.102289,neutral,,
2025-06-22T23:38:01.210032,neutral,,
2025-06-22T23:38:01.306583,neutral,,
2025-06-22T23:38:01.399398,neutral,,
2025-06-22T23:38:01.505080,neutral,,
2025-06-22T23:38:01.601925,neutral,,
2025-06-22T23:38:01.706725,neutral,,
2025-06-22T23:38:01.805055,neutral,,
2025-06-22T23:38:01.899047,neutral,,
2025-06-22T23:38:01.996322,neutral,,
2025-06-22T23:38:02.088755,neutral,,
2025-06-22T23:38:02.187663,neutral,,
2025-06-22T23:38:02.282473,neutral,,
2025-06-22T23:38:02.382447,neutral,,
2025-06-22T23:38:02.475661,neutral,,
2025-06-22T23:38:02.570407,neutral,,
2025-06-22T23:38:02.661608,neutral,,
2025-06-22T23:38:02.757566,neutral,,
2025-06-22T23:38:02.858107,neutral,,
2025-06-22T23:38:02.956440,neutral,,
2025-06-22T23:38:03.055520,neutral,,
2025-06-22T23:38:03.146178,neutral,,
2025-06-22T23:38:03.246561,neutral,,
2025-06-22T23:38:03.343324,neutral,,
2025-06-22T23:38:03.446184,neutral,,
2025-06-22T23:38:03.539342,neutral,,
2025-06-22T23:38:03.636678,sad,,
2025-06-22T23:38:03.735394,sad,,
2025-06-22T23:38:03.866964,neutral,,
2025-06-22T23:38:03.962393,neutral,,
2025-06-22T23:38:04.059162,neutral,,
2025-06-22T23:38:04.158003,neutral,,
2025-06-22T23:38:04.255412,neutral,,
2025-06-22T23:38:04.351952,neutral,,
2025-06-22T23:38:04.450448,neutral,,
2025-06-22T23:38:04.545567,neutral,,
2025-06-22T23:38:04.648608,neutral,,
2025-06-22T23:38:04.739772,neutral,,
2025-06-22T23:38:05.103402,neutral,,
2025-06-22T23:38:13.802252,neutral,,
2025-06-22T23:38:13.920040,neutral,,
2025-06-22T23:38:14.041855,neutral,,
2025-06-22T23:38:14.156105,neutral,,
2025-06-22T23:38:14.273419,angry,,
2025-06-22T23:38:14.392483,neutral,,
2025-06-22T23:38:14.537283,neutral,,
2025-06-22T23:38:14.679668,neutral,,
2025-06-22T23:38:14.808551,neutral,,
2025-06-22T23:38:14.937167,neutral,,
2025-06-22T23:38:15.064003,neutral,,
2025-06-22T23:38:15.200518,neutral,,
2025-06-22T23:38:15.332241,neutral,,
2025-06-22T23:38:15.460098,neutral,,
2025-06-22T23:38:15.591716,neutral,,
2025-06-22T23:38:15.722550,neutral,,
2025-06-22T23:38:15.849783,neutral,,
2025-06-22T23:38:15.983342,neutral,,
2025-06-22T23:38:16.125918,neutral,,
